Code,Text
TECH,A more fully integrated type of application tries to make the IoT data actionable and useful usually depending on a series of machine learning and artificial intelligence to analyze the volume of data turn them into actionable knowledge and ultimately form real-time recommendations and decisions for the fire responders. Imagine the next generation fireground: various wearable sensors and devices in the firefighter s clothes can sense the position health condition the presence of dangerous chemical gases environmental heat and much more drones can see the fireground s aerial imagery robotics with cameras and sensors can enter into dangerous areas to see debris and report other important environmental parameters such as heat smoke density and others. This data coupled with an auto- mated intelligent safety decision system can help the firefighter find exits identify hazards warn them about surrounding temperatures and estimate the probability of explosion. 
METH,The edge server includes a set of edge devices odes that are cho- sen to locally execute computational tasks which are traditionally deployed on the remote cloud server. In theory the network bridge nodes i.e. edge nodes in Figure 2 are the ideal options for edge server due to their more powerful capabilities in computation and storage compared with the extreme edge devices on the fireground. These nodes are usually located one-hop or two-hop away from the field sensors. In the extreme application context however there are many challenges for deploying these nodes as edge servers. Unlike other real-time applications the network connectivity between the field sensors and such gateway nodes is unreliable regardless of what kind of Internet access method e.g. WiFi or 4G LTE is used. The power outage often associated with structure fires might break down the WiFi infrastructure. The available cellular network s bandwidth would be dynamic and unpredictable with wireless radio interference building materials and geographic location. 
ASSES,Anything can happen on the fireground and the lack of hazard awareness would add to the danger. Identifying the hazard s location and number of occupants can speed rescue. For such applications smart firefight- ing will rely on video analytics to distill invaluable information from body cameras and surveillance cameras in on the firegrounds. For example while the rescue team is in the search mission correctly detecting the flash-over and toxic gas then quickly broadcasting its location to all fire fighters may allow them to avoid risky areas. Some other types of hazards are falling ceiling collapsing wall or even chemical gas emission. This data can aid in routing fire teams. Moreover the images or videos from the surveillance cameras are sources for discovering how many occupants are trapped and even where they may be. Similarly video and image analytics require large computing power which requires a cloud-based service. Ex- tensive video data significantly much larger than the regular sensor readings will go through the Internet and may adversely affect the real-time performance. 
METH,Moving the computing server further close to the data source has the benefit of saving communication cost and reducing system latency. However the biggest concern is the associated energy con- sumption. In the fireground all edge devices are battery-operated. The chosen edge server s battery will drain quickly due to the extra computation workload from other edge devices. For this problem dynamic edge server election might be a solution which will allow the qualified edge devices based on their current residual energy level to automatically enter exit the resource pool to contribute their compute resources. 
METH,Compared with the cloud server the computational ability of edge devices odes is still limited. This is because they all have their own workloads and the priority of running as an edge server is usu- ally less than their primary task. For instance the router if allowed to be configured as an edge server will assign limited resources or limited time e.g. during off peak hour to execute computational task from other devices causing minimum impact on its traditional workloads in data routing and transmitting. Therefore if the re- searchers would like to enhance the real-time performance using edge computing model they need to furthermore optimize their algorithms to maximally reduce the computational complexity. 
METH,For the extreme field edge device it is hard for a single device to satisfy the computational demands of the complex tasks such as machine learning based decision making. In such case the edge devices that qualify as an edge server can form a local distributed system to cooperatively work on a specific task. Unlike the task partitioning for regular edge applications discussed in the targeted server is energy and resource constrained. In addition the edge server is highly dynamic as the edge server needs to exit the resource pool to conserve energy for its own workload. So in the firefighting context the question is how to effectively partition a task from the energy perspective and offload each subtask on the resource appropriate edge server. 
TECH,we proposed an approach to monitor and analyze the citizen sentiment in social media by Governments. We also applied this approach to a real-world problem and presented how Government agencies can get benefited out of it. 
TECH,New disruptive technologies like cloud mobile etc. are opening new opportunities to the Govern ments to enable innovations in such interactions. 
TECH,Thus it is always a challenge to find out documents or entries that are relevant for the topic we are interested in. This relevance filtering based on topic can be seen as an Information Extraction IE problem where a large number of documents or entries in social media are analysed to extract some coherent topics out of it before further analysis for subjectivity detection and sentiment classification. This problem is called Topic Modelling. 
TECH,In our approach the topic modelling and sentiment analysis is performed by an IBM system – Cognos Consumer Insight CCI. The architecture of CCI which runs based on the theoretical foundation above 
METH,Query: This defines the scope of baseline data retrieval from social media sources. The DataFetcher would use it. The result of the query produces the document dimension n of the W matrix. 
METH,A set of Concept terms are defined and those can be grouped into Type. These topics would be used by the analysis engine to create snippets of interest from the base list of documents retrieved from social media. 
METH,Once insights from the analysis are gained a root cause analysis can be carried out. While this can be done manually by going through all the positive and negative sentiments and analyzing them there are two ways we can get narrow down the root causes automatically with reasonable accuracy. 
METH,Hotwords are the parameters that are common across the defined topics of interest. They can provide additional insight into how sentiments around a particular concept can be perceived in the context of different hotwords. 
TECH,Though CCI provides a sentiment lexicon assigned with prior polarity for different languages it is necessary to validate that in the context of the rest of the analysis model. 
TECH,In this work we chose a particular tool and proposed a method to apply social sentiment analysis in the context of Government. We went ahead and applied the technique and method to a real life problem. In the process of doing so we gained valuable insights which can be converted into actionable roadmap for the Government. 
TECH,Urban public safety emergency management early warning system based on technologies for the Internet of ThingsIOT can realize the function of omni-directional monitoring and control accurate prediction and efficient disposal. The rescue mechanism of a unified command complete function and response sensitivity and operate efficient be formed by the system. And improve the city's ability to withstand to public emergencies have great significance. 
TECH,Internet of Things IOT has functions of overall perception of information reliable transmission of information and intelligent processing of information which can achieve the object of intelligent control and management. The functions will be used widely in urban public safety emergency management area 
TECH,According to the requirements of urban public safety emergency management early-warning system based on IOT must have emergency management abilities of information obtained reported and processed tracking and feedback and emergency response forecast and early-warning information reporting comprehensive judgments command scheduling and remote consultation should be finished. In addition according to the national emergency platform requirements the function of providing needed professional data and real time images or other information should be achieved 
TECH,The system is consisted of sensing layer network layer and application layer. Among them sensing layer is the area with the ability of perception and installing information collected devices in public facilities production sites and circulation of dangerous goods. Network layer is the channel of achieving application layer communication with sensing layer including PAN network LAN network and WAN network. Application layer is the platform for some relevant regulatory authorities analyzing data disposing of accidents and making a decision and command for accidents. 
TECH,The core of the platform is public safety monitoring service center including database system integrated application system and information transmission system. Database system mainly collects basic disasters history information basic disaster prevention force information of personal organization information of on-site monitoring and controlling basic geographical hydrological and meteorological information to provide theory support for prediction simulation pre-arranged planning optimization and disposal and decision-making. Integrated application system consists of intelligent assistance emergency assessment simulation exercises dispatching and other subsystems. Information transmission system is responsible for the communication of regulatory authorities and the center receiving outside information and disposal of information dissemination. 
TECH,The performance of the hardware sets plays a direct impact on regulatory authorities to obtain accurate information on the site and the efficient disposal of accidents. Due to information collected devices are often arranged in different hostile environments signal stability and the nodes energy are key issues of the system. Therefore selecting micro-controllers with characteristics of strong communication ability low power consumption accuracy information collected and appropriate price such as CC2530 CC2431 the series of AVR and ARM then coupled with wireless communication protocol interface such as ZigBee Bluetooth WiFi is a good method. 
METH,Sensing layer is used for acquisition physical events and data occur in the physical world including various types of physical quantities for example fire source temperature humidity etc logos audio and video data. But also sensing layer takes responsible for collecting data and information including transmission display interpretation identification and screening. 
TECH,Through the radio frequency identification RFID infrared sensors global positioning systems laser scanners and other information sensing devices arranged at the bottom sensing layer can achieve Omni bearing accessibility detection monitoring and accuracy location of various hazardous resources. In addition it can collect data information for abrupt fire explosion toxic gas leak and many disasters public events then dispose and analyze of information of abrupt emergencies. Use the sub layer of sensor networks self-organizing and cooperating with information can achieve short-distance data transmission for the data acquired from sensors RFID and other data collection devices. It means that intelligent nodes sense information temperature humidity images etc and self-organize to pass data to the point of the upper gateway. The collected induction information will be submitted to the background through the network layer by gateway. 
TECH,Network layer established in the basis of current mobile communication network internet and other private network for example PAN network LAN network WSN network etc. Through heterogeneous sensor network access network layer to service equipments and connect it with infrastructure network to transmit different kinds of information obtained from sensing layer to application layer accessibility high reliability and high security. 
TECH,The application layer mainly consists of application support platform sub-tier and application services sub-layer which uses analyzed and deal perceived information to provide users with information collaboration sharing exchange and other special functional services supporting for cross-industry cross-application and cross-system. Application layer also has these functions such as issued upload emergency decision-making conducting data and command take responsible for data information on the site feedback hierarchical command and decision-making collaborative command information sharing scheduling allocation of available resources assessment of emergency overall effectiveness command recording and event summary etc. 
TECH,The characteristic of public safety emergency early-warning system based on IOT is system s intelligent ability. To achieve higher intelligent ability the system has referred to several computing technologies such as distributed and infusion sea computing in front of the system used to integration with the physical world and the cloud computing technology used to provide higher performance data services and support services in the back-end support system. 
TECH,Based on short-range wireless link characteristics on the complex environment high density short message sending application features and the characteristics of network topology which is controlled dynamic changing Medium Access Control MAC layer protocol which can use network capacity efficiently and reduce energy consumption was researched. Take a research in routing protocol which can reduce the number of forward and improve network capacity and - efficiency through the use of technologies of cross-layer design network coding single-hop multicasting 
TECH,IOT can monitor perceive and collect different environment or monitoring objects information collaborate and in real time in the coverage area of network and then dispose the information. Through the wireless way transmit disposed information and convey the information to observers in self-organization multi-hop network way. Using the technology characteristics of IOT makes rapid accurate three dimensional positioning for accidents address and personal distribution when accidents happened which will effectively improve the relevance and accuracy of the rescue operations and will have high application value for persons rescue and incidents efficient disposal 
TECH,Study on analysis and abstract multi-source heterogeneous data in the fusion situation the data mining methods for mixed and decision-making services distributed context awareness integration and reasoning mechanisms under non deterministic situation the scene analysis method for specific IOT application and the methods of knowledge-based construction and self-learning. 
TECH,To improve the intelligent ability of public safety emergency early warning system different computing technologies involved in the system must be studied more. The authors have presented the key technologies logical connection and research route referring to the contents of the best coverage and self-organization IOT fusion information mixed and decision-making the technology of three dimensional positioning and security technologies. 
TECH,Video or image based recognition has been widely de- ployed in many public places. However these methods have inherent drawbacks. First cameras can only work in a line-of-sight pattern leading many blind areas to the moni- toring. Second the environmental contribution of smoke or lacking of light will severely degrade the visual quality of cameras. Third objects overlapping further deteriorates the performance. Furthermore the use of cameras poses privacy concerns. 
TECH,Non-image based solutions typically leverage radio devices to locate objects such as RFID tags mobile phones sensor nodes etc. These device-based approaches require people to carry certain devices for surveil- lance which significantly constrains the usage scope. For a public area with mass people distributing the device to each person is impractical and costly and may not be doable under emergent events. 
TECH,Some device-free approaches have been proposed recently. Most approaches employ RSS fingerprints for localization which are usually based on USRP. 
TECH,Channel State Information CSI from OFDM-based system has new potential to overcome above drawbacks. Different from RSS CSI a fine-grained value derived from the physical layer refers to known channel properties of a communication link. This information describes how a signal propagates from the transmitter to the receiver and represents the combined effect of for example scattering fading and power decay with distance. It consists of the attenuation and phase shift experienced by each spatial stream on every subcarrier in the frequency domain. Therefore CSI is more sensitive to environmental variance owing to moving object. In practice we can acquire these information quickly and easily from some off-the-shelf 802.11n devices such like Intel 5300 NIC. 
TECH,The system works in two phases: 1 A short offline phase during which the system studies the CSI values when no or a few of people are present inside the area of interest to construct what we call a training profile for each stream. The profiles of all streams are constructed concurrently in that short phase. 2 A monitoring phase in which the system collects readings from the monitoring points and decides whether there is human activity. It also updates the stored training profile so that it can adapt to environmental changes. Finally a decision refinement procedure is applied to further enhance the accuracy. 
TECH,Device-based approach utilizes device carried by users to locate or count objects. Cricket system. 
TECH,With the sharply increasing scale of mobile computing using built-in sensors and modules of smart phones for lo- cating tracing or counting became a wider trend. Jens et al. can also be used for localization. Device-based approach is essentially counting devices. It is more suitable for object localization than crowd counting. 
PRED,Location-based scheme: This kind of scheme attempted to get the relationship between the feature of radar chart and the crowd movement patterns but they only got some qualitative results. 
PRED,Web search and ranking algorithms such as PageRank and HITS are conducting hyperlink analysis on the Web social network with nodes and arcs corresponding to Web pages and hyperlinks social networks of the US domestic extremists and hate groups are constructed. The nodes and arcs correspond to the extremists and hate groups Web sites and their hyperlinks. Link and content analyses are then conducted to investigate the relationships among the extremist and hate groups. 
PRED,Monitoring and forecasting adopting specific monitoring activities and analysis of results arising from the monitoring campaigns to prevent natural or man-made disasters and crimes. Planning preparing action plans to be adopted in case of disaster. Emergency responding management and coordination of the operations of the first responders which follow a natural disaster to limit damages and restore security. Recovering handling post-emergency activities with the aim of coordinating designing and verifying the restoration works for a rapid return to normal life conditions 
PRED,We create a framework as shown in Figure 1 to bring various research and technical components together for analyzing and understanding terrorism and crime related Weblog social networks. This framework has four main components: Weblog discovery and collection Weblog analysis user interface and interactive information visualization as well as applications. The Weblog discovery keeps track of existing Weblogs and monitoring any emerging Weblogs from known blog sites or web communities for forums and chat rooms. The crawler is then based on Weblog seeds and user query to collect relevant Weblogs for further analysis. The Weblog analysis is not only to unveil the interactive relationship between individuals groups or organizations but also to mine the content and context of the messages and information flow. 
PRED,Likewise several proposals are available from the literature for what concerns the environmental monitoring and data gathering. The aim is to collect data from different sensing networks such as satellite and sensors mounted on terrestrial aerial or naval stations. In particular many research efforts have been devoted to the sensor networks optimization and realization of efficient sensors for specific application in emergency situations 
PRED,Likewise several proposals are available from the literature for what concerns the environmental monitoring and data gathering. The aim is to collect data from different sensing networks such as satellite and sensors mounted on terrestrial aerial or naval stations. In particular many research efforts have been devoted to the sensor networks optimization and realization of efficient sensors for specific application in emergency situations 
TECH,This system permits to collect and integrate all the information sources in a single overview of the city status and of the event. It provides a wide and complete view of the situation. Heterogeneous information is correlated detecting links that are even not apparent thus providing a smart support to the identification of problems. As depicted in Figure 2 the data gathering and analysis system consists of five elements: adapters: interfaces for the interaction with social networks PMR networks and WSNs data gathering subsystem: software managing the information collection data analysis subsystem: databases and algorithms for the data processing OC: core of the structure data exposure subsystem: exploited to represent the results of the elaboration in a humanreadable format. 
TECH,Sensors represent a key element for an efficient monitoring and a smart management of environment. They provide an updated view of the events of interest on the field. In particular we are interested in wireless sensor networks which are more suitable for large areas monitoring instead of wired networks. This subsystem is composed of several heterogeneous WS sub-networks WSsNs made of many sensors. The underlying idea is to consider a WSsN as a single cluster and all the clusters interact in a distributed manner and then concentrate all the information towards a central point. The collected data are aggregated and made available to the smart platform through standard channels such as Web services. 
TECH, inform citizen with prevention campaigns obtain feedbacks form population and create a bidirectional communication channel reach users with quick advices and short messages in case of emergency on PC or smartphones collect data analysing information and media spontaneously generated by the population with their post tweets and statuses integrate the data obtained from the WSNs using users as social sensors widely distributed on the territory. 
TECH,CrowdSenSim relies on realistic urban environments which makes the simulator flexible and easy to be adopted in any city. Furthermore it allows to perform analysis that provide meaningful insights to municipalities to understand the feasibility and the potential of public services employing MCS techniques. Simulations over a grid or a square area as abstraction levels lower the complexity but do not allow taking into account important features such as movements in real streets and physical obstacles such as buildings. 
TECH,Besides sensing classical modalities such as the visual or infrared acoustic sensor data can provide important complementary information especially on out-of-sight events or under conditions of low to no visibility. Supervised methods from the field of audio signal processing such as voice activity detection VAD have been succesfully applied to specific monitoring scenarios assuming homogeneous and time-invariant types of background noises. 
TECH,For the proposed VAD application particularly designed FBCC-ENS features are used. The resulting features constitute a good representation of the local spectral properties of a signal. Because of the severe noise conditions in real acoustic channels we suggest to apply additional postprocessing steps in the feature domain in order to enhance speech components and attenuate noiselike parts. Those steps mainly consist of filtering and averaging. In particular initially a first-order highpass FIR filter is applied directly on the feature subbands resulting in accentuating speech parts. By lowpass filtering the features afterwards the influence of low frequency noise such as vehicular noise is partly rejected. Subsequently the calculation of Hilbert envelopes of the filtered FBCC-ENS bands results in a coarse temporal shape of the 2D feature surface. By taking the mean of all resulting Hilbert envelopes inter-band variations are compensated such that remaining energy fluctuations are smoothed out over time. Finally VAD is performed by applying a thresholding procedure to the resulting mean envelope. 
TECH,From the structural point of view there are in principle four strategies that are combinable: 1. Increase of stand-off distance whenever possible 2. Initial protective design of a structure and its built-in components 3. Hardening of existing structures 4. Application of protective elements apart from a building 
BPOP,Architecturally and artistically appealing are curtains that are mitigating the effect of explosions. At the same time curtains can be a collision protection to prevent vehicles from entering. These protective systems can be elements of the building s or city planning architecture or art elements that can be complemented with illuminations. Curtains can be transparent or non-transparent translucent or light-proof permeable to air or air-impermeable plain or colored. Mostly they are wire meshes. 
BPOP, One solution might be to arrange wall elements such that the protection requirements are met. In addition the wall elements might look like sculptures. Doing so the walls might become sculptural elements of city planning artwork. In the following some suggestions are listed Fig. 5: V- T- or Y-form of wall elements in cross-section and or elevation Staggered walls Modification over height Planting of walls with bushes and or blooms Combination of different materials e.g. concrete steel wood bulk material cages Combination with water game fountains. 
BPOP, In order to prevent the blast wave from flowing around the crown of the wall the vertical shape of the wall has to be optimized. At the same time such a wall might prevent from climbing over. There are no limitations for the design of the crown. These walls can be made of arbitrary material. It is not just concrete that can be used. Steel sheets perforated steel sheets or multi-layered materials can advantageously be applied. The walls shall be elements of architectural city planning. Thus they might be generally accepted by the society. These walls need not necessarily to be fixed for all times. They can also be mobile installations for temporary use. Protective walls that are known from flood protection are alternatives. They can be made of rubber like material and filled with water water tanks or air pneumatic structures 
BPOP,Bollard systems are on the market in a huge variety. A simple system is made of concrete elements set into concrete foundations. Bollards of high technology are installations that can slide up and down on demand and they are instrumented with light elements and certain sensors that can operate the bollards. Sensors in the pavement of the access road detect speed and weight of vehicles. These security elements complement the protective bollards 
BPOP,In order to reduce the impact energy of vehicles it is recommended to design access roads such that the driving velocity s reduced to a certain level. Effective elements are pavement sleepers narrow tracks traffic islands indenting bays. 
BPOP,Plantings especially trees and plant baskets can ensure stand-off distance being at the same time blast protection. 
BPOP,Six mission-critical areas are identified in. For almost all of them IT and TST research can be highly relevant and be- come part of the integrated solution to address corresponding challenges arising in each of these respective areas. 1 Intelligence and Warning: IT researchers can help build new information- and intelligence-gathering and anal- ysis capabilities to detect future terrorist activities. 2 Border and Transportation Security: IT and TST re- searchers can help to develop identity-management and deception-detection techniques for creating smart borders. In addition TST and IT researchers can help to enhance the security of international shipping and de- velop strategic and operational models for effective and efficient transportation-related infrastructure protection policies. 3 Domestic Counterterrorism: IT researchers can help to improve information access and sharing as well as the crime-analysis abilities of local state and federal law- enforcement officers. 4 Critical Infrastructure and Key Assets: TST and IT researchers can help to develop analytic modeling and simulation tools for critical infrastructure including transportation systems cyberspace vulnerability and risk analysis and protection. 5 Defending against Catastrophic Threats: IT researchers can help to develop simulation detection and alerting techniques for potential catastrophic threats such as chemical and biological attacks. TST researchers can also assist in such efforts by focusing on the necessary transportation aspect of carrying out such attacks. 6 Emergency Preparedness and Response: IT researchers can help to improve information sharing and communi- cation interoperability for the first responders before and during emergencies. TST researchers can contribute by providing logistics decision-aiding systems to improve the operational efficiency of responses. 
METH,social network analysis technologies and methodologies could be adopted to help the intelligence community to detect planned future attacks and to uncover and understand Bin Laden s terrorist networks. Visual data-mining techniques such as association rules and multidimensional information visualization could be used to identify criminal relationships. Record linkage and string comparator algorithms could be useful for criminal identity-deception detection. 
METH,Practical and novel information technologies techniques methods practices and systems that can contribute to knowl- edge in this important emerging field are critically needed including but not limited to areas such as information sharing and system interoperability knowledge discovery and knowledge management criminal data mining social network analysis and event detection multimedia and multilingual intelligence and security in- formation analysis Web-based intelligence monitoring and analysis deception detection systems intrusion detection systems and information awareness cybercrime detection and analysis agents and collaborative systems for intelligence sharing crime and intelligence visualization bioterrorism tracking alerting and analysis major disaster prevention detection and management in- cluding related intelligent transportation systems applica- tions and route planning. 
METH,For instance as vehicles enter the country DHS records each license plate with a crossing date and time. Agents also search vehicles for drugs and other contraband goods and related records are kept by DHS. The benefits of triangulating such border-crossing data with local law-enforcement records are obvious. However integrating data from law-enforcement and border-crossing sources poses many challenges. 
METH,the Netmap system provides network visualization functionality by laying out enti- ties of various types on the perimeter of a circle and placing straight lines between entities to represent links. 
METH,The Watson system can search and identify possible associations between persons by querying databases. Given a person s name Watson can automati- cally form a database query to search for related persons and present the results in a link chart. 
PRED,we have been developing a Web-based counterterrorism knowledge portal called the Dark Web Portal to support the discovery and analysis of Dark Web informa- tion. Specifically the Dark Web Portal integrates terrorist-gen- erated multilingual data sets on the Web and uses them to study advanced and new methodologies for predictive modeling ter- rorist network analysis and visualization of terrorists activities linkages and relationships. 
ASSES,We argue that a new class of biometry which we term soft biometry including a passenger s height built skin tone color of shirts and trousers motion pattern trajectory history etc. can be inferred from airport surveillance videos and used to track and ID errant passengers without having to shut down a whole terminal building and cancel multiple flights. 
TECH,Cameras deployed in a large network have different physical characteristics such as location field-of-view FOV spatial resolution color sensitivity and notion of time. The difference makes answering even simple queries exceedingly difficult. For example if a subject moves from the FOV of one camera to another which has different color sensitivity and operates under dissimilar lighting conditions drastic changes in color signatures do occur. To reliably compute soft biometry to assist the identification of subjects across the FOVs of multiple cameras therefore requires careful color calibration. We have developed and integrated a suite of algorithms for spatial temporal and color calibration for cameras with both overlapped and non-overlapped FOVs. 
TECH,To fuse data in a network of multiple cameras it is important that a consistent notion of space time and color is established to facilitate the exchange of sensor data. These correspond to spatial temporal and color calibration. Spatial calibration is a problem that has been thoroughly researched in computer vision. We have also developed temporal registration techniques to determine the time skew between cameras clocks by matching the trajectories of the same object observed in multiple video streams. In this paper we present our color registration algorithm. 
BPOP,our set up using a traditional calibration mark placed near the camera produces more reliable resultsthan the virtual landmark approach of we also recorded the percentage of times the algorithm failed to converge and if it did converge the number of iterations needed. As can be easily seen in Table 1 that under the same experimental conditions our algorithm obtained more accurate results and did not suffer from convergence problem 
TECH,DynNetSim combines two previously disparate approaches to modeling networks dynamically – stochastic methods and behavioral simulations using computational agents. DynNetSim also addresses another key shortcoming in current dynamic models which is their inability to characterize the environments in which networks operate and interactions between networks and their environments. Incorporating such context is critical to analyzing terrorist groups which display highly opportunistic and adaptive behavior patterns in response to evolving real-world conditions and events. 
BPGO,Social network analysis is used increasingly by military and intelligence agencies to develop tactics and strategies against terrorist networks and insurgent groups. This analysis helped the Army focus their intelligence gathering surveillance and search efforts to track down Saddam on a manageable set of individuals most closely tied with him recently or in the past. 
TECH,These patterns drive further inferences about organizational structure goals and objectives and key relationships such as trust and control. The process is highly iterative and requires a complex combination of intelligent search data mining inference and intuition. Network analysis offers a natural framework for aggregating filtering visualizing and assessing intelligence data to support this process. 
TECH,DynNetSim s static network ontology consists of a hierarchy of object-oriented agents. Each class of agents or entity type encapsulates descriptive attributes and behaviors. The hierarchy serves to organize entity types via an intuitive containment metaphor: parent agents types provide an embedding context or are composed of child types. The hierarchy also defines an ordering that drives the simulator s sequence for invoking agent behaviors during each cycle. 
BPGO,The ForeTell platform underlying DynNetSim was previously applied to decision support for counter-terrorism preparedness. Finally ForeTell was used to develop a pilot decision support system for pandemic preparedness IDODSS. We intend to replace that system s initial top-down epidemiological model with a bottom-up agent-based epidemiological model using DynNetSim. 
TECH,This paper presents RFree- ID the first unobtrusive RFID-based human identification system irrespective of walking cofactors e.g. appearance changes or inconsistent walking paths. The key insight is that the RFID reader and tags can serve as a radio gate and the walking induced RF signal fluctuations from tags are capable of per ceiving different walking patterns when people cross this gate. More importantly spatially separated tags can provide abundant temporal and spatial information for amplifying discrepancies among people and minifying the influence of walking cofactors. Therefore after collecting phase fluctuations received from RFID tags RFree-ID identifies people by using a sequence of signal processing techniques and a well-designed matching algorithm. The system is implemented on COTS RFID devices and extensive experimental evaluation under various conditions validates the high reliability and robustness of our system. 
ARIN,However without knowing the identities of individuals many of these applications would largely reduce the user experience and even worse become infeasible in realistic scenarios. For example if activity recognition systems cannot identify someone who is walking into a room they fail to further provide him her with personalized services like TV program recommendations. 
METH,Despite the fact that WiFi signals can provide rich frequency diversity fusing the CSI measurements on multiple subcarriers still cannot effectively handle the variations of walking cofactors. The main problem is that all these subcarriers share the same propagation paths resulting in indistinguishable discrepancies among them. 
TECH,The spatial diversity provided by RFID tags holds potential to deal with the variations but how to incorporate the information across multiple tags is non-trivial. Although many sophisticated RFID systems for activity recognition have emerged recently e.g. IDsense they mainly focus on recognizing human object inter actions by perceiving movements of RFID tags attached on 
METH,we deploy an array of separated tags in the space and explore the full potential of the spatial diversity in human identification. On one hand when different people walk through the radio gate composed of the reader antenna and tags walking diversity can be accurately captured by this tag array. Although for some tags phase fluctuations are almost the same from one person to another there are usually some other tags fluctuating divergently among people. And RFree- ID attempts to discern people by magnifying the influenc of those tags with high distinguishability 
TECH,which integrate the reader into a smart lamp prospectively facilitate the deployment of our system especially in home settings. Furthermore compared to WiFi-based systems which require people to walk along a line for about 5m and are susceptible to the changes of walking cofactors our system can effectively handle these variations while people just need to cross the radio gate 
TECH,RFID is normally considered as an enabling tool for auto matic identification of objects. Amazingly recent research has shown that the physical RF signal between RFID readers and tags can be a powerful sensing modality for many applications. 
TECH,Gait-based human identification aims to discriminate indi viduals by the way they walk. Unlike other biometrics gait can be captured at a distance and without requiring the extra cooperation from people. Camera-based approaches use spatial-temporal silhouette analysis based on computer vision to perform identification. Such methods highly depend on lighting conditions and require line-of-sight as well as suffer from privacy concerns. 
METH,Since there exists gait diversity among people walking-induced dynamic signals must be different from one person to another and thereby these phase fluctuations can be regarded as a unique indicator for a specific person. The second inference is that as walking-induced signals from spatially separated tags travel along divergent paths phase fluctuations will also be different which can be verifie by Fig. 2. This inspires us to construct more distinguishable features for each individual with rich spatial diversity provided by multiple tags. 
METH,Our extensive experiments show that even for tags close to the ground the effect of the steps is negligible indicating that our system is resilient to the number of walking steps 
TECH,To amplify the discrepancies among people and mitigate the impact of walking cofactors this module estimates the dis tinguishability and distortion for each tag and then applies Weighted Multi-Dimensional Dynamic Time Warping WMD DTW to compute the similarity of two walking profiles RFree-ID determines the identity of a person by searching the one in the walking profile library which has the highest as well as sufficient similarity with the testing profile 
ARIN,Walking Recognition The goal of this stage is to separate walk from other human motions. It is not hard to understand that different human activities exhibit distinguishable pattern in both time and frequency domain. And a set of light weight features for each tag are computed from the extracted motion data to characterize different activities including 7 time domain features i.e. mean max min skewness kurtosis variance mean crossing rate and 3 frequency-domain features i.e. spectral entropy band energy the largest FFT peaks. 
METH,This inspires us to employ the Kullback- Leibler divergence KL-divergence to detect potential human motions. We first segment the phase stream into frames of with 50 overlap and then calculate the KL-divergence 1s for each two consecutive frames. In the absence of human motions the value of KL-divergence is small due to the stability of phase values. 
TECH,The distinguishability estima tion for each tag is performed in the training process. Given the trained profiles of the target group RFree-ID calculates two types of DTW distance for each tag the intra-class distance and the inter-class distance. The former is the sum of the DTW distance between any two phase profiles from the same person and the latter is the sum of that from two different persons. 
TECH,Devices and Deployment We implement RFree-ID using off-the-shelf RFID devices. The reader is Impinj Speedway R420 reader equipped with a directional antenna Laird S9028 with gain. The tags are ALN-9740. 9dBi 
METH,It is noted that making phone calls can also change walking patterns because the arm with the phone does not swing as normal walking. As clothes people wear can influence the signal propagation we also conduct experiments with people wearing winter clothes the training profiles are collected when people wear spring clothes. 
METH,It is noted that making phone calls can also change walking patterns because the arm with the phone does not swing as normal walking. As clothes people wear can influence the signal propagation we also conduct experiments with people wearing winter clothes the training profiles are collected when people wear spring clothes. 
